experiment_id,initialization_timestamp,artifact_time_stamp,running_status,start_time,stop_time,execution_time,message,experiment_file_path,accuracy,is_model_accepted,created_time_stamp
1ed0e62d-54b3-4887-923f-ad7d7b1b0b1b,2024-03-31-15-36-44,2024-03-31-15-36-44,True,2024-03-31 15:36:44.526092,,,Pipeline has been started.,experiment.csv,,,2024-03-31 15:36:44.529114
1ed0e62d-54b3-4887-923f-ad7d7b1b0b1b,2024-03-31-15-36-44,2024-03-31-15-36-44,False,2024-03-31 15:36:44.526092,2024-03-31 15:40:21.632085,0 days 00:03:37.105993,Pipeline has been completed.,experiment.csv,0.9467367065496931,True,2024-03-31 15:40:21.632085
